Product_ID,Category,Sub_Category,Brand,Product_Name,Price,Discount,Final_Price,Stock,Sold_Quantity,Rating,Reviews,Supplier,Purchase_Cost,Profit,Expiry_Date,Manufacturing_Date,Warehouse_Location,Shelf_Number,Customer_Age,Customer_Gender,Customer_Type,Payment_Method,Transaction_ID,Order_Status,Delivery_Time,Return_Status,Employee_ID,Shift,Feedback
P5467,Toys,Mobile,Samsung,Item_D,4456,17,3698.48,123,45,1,443,Supplier_B,2855,843.48,3/26/2037,3/25/2036,Location_A,28,27,Male,VIP,Cash,T54467,Completed,6,Not Returned,610,Morning,Average
P5468,Electronics,Shirt,Sony,Item_A,1620,18,1328.4,163,9,4,305,Supplier_A,1834,-505.6,3/27/2037,3/26/2036,Location_A,13,65,Female,Regular,Cash,T54468,Completed,13,Not Returned,762,Evening,Bad
P5469,Clothing,Mobile,Samsung,Item_B,1679,42,973.82,143,49,3.8,467,Supplier_B,2561,-1587.18,3/28/2037,3/27/2036,Location_A,7,63,Female,VIP,Mobile Payment,T54469,Cancelled,3,Not Returned,440,Morning,Good
P5470,Clothing,Laptop,LG,Item_D,1481,19,1199.61,123,68,4.5,439,Supplier_C,3652,-2452.39,3/29/2037,3/28/2036,Location_B,26,56,Male,VIP,Credit Card,T54470,Pending,8,Not Returned,693,Night,Good
P5471,Furniture,Mobile,LG,Item_D,1939,49,988.89,125,94,2.2,118,Supplier_C,1436,-447.11,3/30/2037,3/29/2036,Location_C,45,19,Male,VIP,Mobile Payment,T54471,Completed,4,Not Returned,875,Evening,Bad
P5472,Clothing,Vegetables,Sony,Item_B,125,12,110,90,68,1.6,258,Supplier_A,3848,-3738,3/31/2037,3/30/2036,Location_B,27,63,Female,New,Credit Card,T54472,Completed,1,Not Returned,442,Evening,Good
P5473,Electronics,Vegetables,Nike,Item_C,2110,3,2046.7,190,78,3.4,61,Supplier_A,1830,216.7,4/1/2037,3/31/2036,Location_B,46,56,Male,VIP,Cash,T54473,Completed,13,Not Returned,286,Night,Bad
P5474,Electronics,Shirt,LG,Item_D,754,43,429.78,69,42,4.3,276,Supplier_B,2702,-2272.22,4/2/2037,4/1/2036,Location_B,36,57,Male,Regular,Credit Card,T54474,Cancelled,10,Returned,356,Morning,Good
P5475,Clothing,Mobile,Samsung,Item_A,4593,3,4455.21,199,79,3.2,46,Supplier_C,3985,470.21,4/3/2037,4/2/2036,Location_A,14,59,Male,VIP,Credit Card,T54475,Pending,7,Returned,107,Night,Bad
P5476,Electronics,Laptop,LG,Item_C,155,16,130.2,149,9,4.4,209,Supplier_C,2094,-1963.8,4/4/2037,4/3/2036,Location_A,33,35,Female,VIP,Credit Card,T54476,Pending,8,Returned,348,Evening,Average
P5477,Clothing,Laptop,Nike,Item_D,3526,26,2609.24,52,80,2.2,292,Supplier_A,660,1949.24,4/5/2037,4/4/2036,Location_C,44,27,Female,New,Mobile Payment,T54477,Completed,10,Returned,280,Night,Average
P5478,Electronics,Laptop,Sony,Item_D,758,13,659.46,84,37,3.5,41,Supplier_C,2925,-2265.54,4/6/2037,4/5/2036,Location_C,10,65,Male,New,Mobile Payment,T54478,Cancelled,12,Returned,915,Night,Average
P5479,Clothing,Laptop,Sony,Item_A,1048,1,1037.52,115,81,5,396,Supplier_B,2803,-1765.48,4/7/2037,4/6/2036,Location_B,8,52,Male,Regular,Credit Card,T54479,Cancelled,3,Returned,945,Morning,Bad
P5480,Electronics,Mobile,LG,Item_A,2493,4,2393.28,118,94,2,157,Supplier_B,3556,-1162.72,4/8/2037,4/7/2036,Location_C,47,58,Female,New,Mobile Payment,T54480,Cancelled,11,Not Returned,161,Evening,Bad
P5481,Toys,Laptop,Sony,Item_A,4149,7,3858.57,43,22,3.5,154,Supplier_A,2352,1506.57,4/9/2037,4/8/2036,Location_A,37,38,Male,New,Cash,T54481,Pending,3,Returned,973,Evening,Bad
P5482,Toys,Vegetables,Samsung,Item_A,2090,36,1337.6,177,5,4.6,119,Supplier_B,2349,-1011.4,4/10/2037,4/9/2036,Location_C,8,33,Female,New,Mobile Payment,T54482,Cancelled,9,Not Returned,471,Evening,Average
P5483,Groceries,Vegetables,Apple,Item_B,509,31,351.21,67,31,3,240,Supplier_A,1888,-1536.79,4/11/2037,4/10/2036,Location_A,25,49,Female,Regular,Mobile Payment,T54483,Cancelled,5,Returned,964,Evening,Good
P5484,Electronics,Shirt,Apple,Item_C,4844,25,3633,190,50,4.2,173,Supplier_C,3428,205,4/12/2037,4/11/2036,Location_C,25,41,Male,Regular,Credit Card,T54484,Pending,12,Not Returned,508,Morning,Average
P5485,Furniture,Vegetables,Nike,Item_D,141,9,128.31,178,51,1.8,353,Supplier_B,2606,-2477.69,4/13/2037,4/12/2036,Location_B,24,63,Female,New,Credit Card,T54485,Pending,11,Not Returned,674,Night,Average
P5486,Electronics,Chairs,Sony,Item_D,3286,42,1905.88,31,46,4.7,265,Supplier_B,2225,-319.12,4/14/2037,4/13/2036,Location_B,39,27,Male,Regular,Mobile Payment,T54486,Pending,14,Not Returned,782,Morning,Good
P5487,Furniture,Shirt,Nike,Item_A,2506,2,2455.88,180,11,2,141,Supplier_B,3220,-764.12,4/15/2037,4/14/2036,Location_A,30,61,Male,VIP,Mobile Payment,T54487,Completed,14,Returned,398,Evening,Good
P5488,Electronics,Laptop,Sony,Item_A,1528,8,1405.76,157,21,4.7,141,Supplier_A,3282,-1876.24,4/16/2037,4/15/2036,Location_A,36,23,Female,VIP,Credit Card,T54488,Pending,11,Returned,180,Night,Average
P5489,Groceries,Vegetables,LG,Item_C,2179,28,1568.88,66,74,2,46,Supplier_B,62,1506.88,4/17/2037,4/16/2036,Location_A,15,22,Female,Regular,Credit Card,T54489,Completed,10,Not Returned,300,Evening,Good
P5490,Groceries,Vegetables,Apple,Item_C,3542,8,3258.64,152,6,1.4,217,Supplier_A,3581,-322.36,4/18/2037,4/17/2036,Location_A,21,20,Female,VIP,Credit Card,T54490,Completed,13,Not Returned,156,Night,Good
P5491,Clothing,Mobile,LG,Item_A,4346,23,3346.42,41,22,2.2,172,Supplier_A,1163,2183.42,4/19/2037,4/18/2036,Location_C,29,25,Male,New,Mobile Payment,T54491,Completed,3,Returned,204,Evening,Good
P5492,Electronics,Chairs,LG,Item_D,4472,13,3890.64,141,4,4.7,464,Supplier_A,2625,1265.64,4/20/2037,4/19/2036,Location_C,31,34,Male,VIP,Credit Card,T54492,Cancelled,5,Not Returned,495,Evening,Good
P5493,Clothing,Mobile,LG,Item_C,3503,16,2942.52,31,32,4.5,385,Supplier_C,853,2089.52,4/21/2037,4/20/2036,Location_B,19,49,Female,Regular,Mobile Payment,T54493,Completed,14,Returned,351,Evening,Bad
P5494,Furniture,Laptop,Sony,Item_A,1897,13,1650.39,153,1,2.6,275,Supplier_B,3480,-1829.61,4/22/2037,4/21/2036,Location_C,40,53,Male,Regular,Cash,T54494,Cancelled,1,Not Returned,475,Morning,Bad
P5495,Clothing,Shirt,Sony,Item_A,503,10,452.7,187,70,2.3,362,Supplier_C,2044,-1591.3,4/23/2037,4/22/2036,Location_B,36,59,Female,New,Credit Card,T54495,Completed,4,Returned,488,Night,Good
P5496,Groceries,Shirt,Sony,Item_D,3095,44,1733.2,119,70,2,237,Supplier_C,3337,-1603.8,4/24/2037,4/23/2036,Location_C,1,39,Female,VIP,Cash,T54496,Pending,6,Returned,886,Evening,Bad
P5497,Furniture,Laptop,Sony,Item_B,171,27,124.83,5,29,3.2,285,Supplier_C,2951,-2826.17,4/25/2037,4/24/2036,Location_C,16,20,Female,New,Cash,T54497,Pending,5,Not Returned,352,Night,Bad
P5498,Clothing,Shirt,Nike,Item_D,392,10,352.8,165,54,2,214,Supplier_C,2455,-2102.2,4/26/2037,4/25/2036,Location_C,24,57,Male,VIP,Cash,T54498,Pending,4,Not Returned,260,Night,Good
P5499,Furniture,Mobile,LG,Item_D,280,45,154,8,51,2.1,227,Supplier_A,3056,-2902,4/27/2037,4/26/2036,Location_B,9,44,Female,New,Credit Card,T54499,Cancelled,7,Not Returned,832,Night,Average
P5500,Furniture,Vegetables,Nike,Item_D,3287,49,1676.37,128,58,4.2,35,Supplier_C,2972,-1295.63,4/28/2037,4/27/2036,Location_B,49,54,Male,Regular,Cash,T54500,Completed,14,Not Returned,501,Evening,Bad
P5501,Clothing,Mobile,Sony,Item_D,3835,30,2684.5,73,34,1.4,91,Supplier_A,2334,350.5,4/29/2037,4/28/2036,Location_C,25,63,Male,New,Cash,T54501,Cancelled,2,Not Returned,408,Evening,Average
P5502,Furniture,Mobile,Nike,Item_C,3863,42,2240.54,158,94,1.6,21,Supplier_A,2838,-597.46,4/30/2037,4/29/2036,Location_B,45,34,Female,VIP,Cash,T54502,Completed,6,Returned,300,Morning,Average
P5503,Toys,Mobile,Nike,Item_D,4366,29,3099.86,57,73,4.2,135,Supplier_A,889,2210.86,5/1/2037,4/30/2036,Location_B,36,69,Female,Regular,Credit Card,T54503,Pending,3,Returned,898,Night,Average
P5504,Furniture,Shirt,Samsung,Item_A,2770,47,1468.1,166,67,4.3,403,Supplier_A,1369,99.1,5/2/2037,5/1/2036,Location_B,45,48,Male,VIP,Credit Card,T54504,Completed,2,Returned,616,Evening,Average
P5505,Electronics,Vegetables,LG,Item_B,4077,24,3098.52,142,67,2.1,21,Supplier_B,2779,319.52,5/3/2037,5/2/2036,Location_B,42,47,Male,New,Credit Card,T54505,Cancelled,4,Returned,124,Evening,Average
P5506,Toys,Vegetables,LG,Item_D,2348,6,2207.12,88,70,4,461,Supplier_A,3130,-922.88,5/4/2037,5/3/2036,Location_A,18,29,Female,Regular,Cash,T54506,Cancelled,11,Returned,504,Evening,Bad
P5507,Clothing,Mobile,Apple,Item_B,4042,49,2061.42,163,39,4.3,441,Supplier_C,2277,-215.58,5/5/2037,5/4/2036,Location_B,12,44,Male,VIP,Mobile Payment,T54507,Completed,6,Returned,884,Morning,Bad
P5508,Groceries,Chairs,Samsung,Item_A,4287,27,3129.51,124,90,3.1,472,Supplier_C,2321,808.51,5/6/2037,5/5/2036,Location_B,45,24,Male,New,Credit Card,T54508,Completed,11,Returned,510,Night,Average
P5509,Toys,Mobile,Apple,Item_B,1548,9,1408.68,81,50,4.4,178,Supplier_B,3261,-1852.32,5/7/2037,5/6/2036,Location_B,37,25,Female,Regular,Cash,T54509,Completed,13,Returned,859,Evening,Good
P5510,Clothing,Laptop,Sony,Item_A,1655,14,1423.3,87,13,1.7,289,Supplier_B,3571,-2147.7,5/8/2037,5/7/2036,Location_C,34,25,Male,Regular,Cash,T54510,Pending,11,Not Returned,995,Night,Bad
P5511,Groceries,Vegetables,Apple,Item_D,4812,17,3993.96,178,52,1.3,238,Supplier_A,696,3297.96,5/9/2037,5/8/2036,Location_B,37,27,Male,VIP,Credit Card,T54511,Pending,3,Not Returned,375,Morning,Average
P5512,Clothing,Laptop,Apple,Item_D,2667,37,1680.21,177,47,3.5,297,Supplier_B,3326,-1645.79,5/10/2037,5/9/2036,Location_C,12,41,Female,VIP,Mobile Payment,T54512,Completed,4,Returned,396,Morning,Good
P5513,Clothing,Mobile,Sony,Item_B,1955,9,1779.05,49,20,1.8,274,Supplier_C,3882,-2102.95,5/11/2037,5/10/2036,Location_A,3,51,Female,New,Cash,T54513,Cancelled,14,Returned,902,Evening,Bad
P5514,Groceries,Shirt,Sony,Item_B,2483,2,2433.34,112,18,1.7,93,Supplier_C,3001,-567.66,5/12/2037,5/11/2036,Location_C,37,18,Male,Regular,Credit Card,T54514,Pending,13,Not Returned,372,Morning,Average
P5515,Clothing,Mobile,Samsung,Item_C,2890,2,2832.2,86,8,1,103,Supplier_A,332,2500.2,5/13/2037,5/12/2036,Location_C,17,43,Male,New,Credit Card,T54515,Cancelled,5,Not Returned,386,Evening,Average
P5516,Furniture,Shirt,Apple,Item_D,2769,23,2132.13,173,89,2.9,382,Supplier_B,3095,-962.87,5/14/2037,5/13/2036,Location_A,37,20,Female,New,Cash,T54516,Pending,7,Not Returned,949,Morning,Average
P5517,Furniture,Mobile,LG,Item_C,710,6,667.4,21,38,1.5,180,Supplier_B,2019,-1351.6,5/15/2037,5/14/2036,Location_C,41,43,Male,VIP,Credit Card,T54517,Completed,11,Returned,529,Morning,Average
P5518,Groceries,Mobile,Samsung,Item_D,545,47,288.85,121,45,1.3,299,Supplier_C,217,71.85,5/16/2037,5/15/2036,Location_A,39,23,Female,VIP,Mobile Payment,T54518,Pending,9,Not Returned,288,Night,Good
P5519,Furniture,Vegetables,Nike,Item_C,2576,6,2421.44,185,1,1.6,422,Supplier_C,351,2070.44,5/17/2037,5/16/2036,Location_B,20,64,Male,VIP,Mobile Payment,T54519,Pending,12,Returned,422,Evening,Bad
P5520,Electronics,Laptop,Samsung,Item_B,1631,12,1435.28,94,98,1.9,376,Supplier_A,1468,-32.72,5/18/2037,5/17/2036,Location_A,12,67,Female,Regular,Cash,T54520,Completed,4,Returned,215,Evening,Good
P5521,Electronics,Vegetables,Sony,Item_A,469,18,384.58,24,97,1.9,404,Supplier_B,1820,-1435.42,5/19/2037,5/18/2036,Location_C,36,65,Female,New,Credit Card,T54521,Cancelled,13,Not Returned,205,Morning,Average
P5522,Electronics,Laptop,Sony,Item_D,738,23,568.26,195,0,2.4,83,Supplier_A,2275,-1706.74,5/20/2037,5/19/2036,Location_A,39,38,Female,VIP,Cash,T54522,Pending,7,Not Returned,678,Night,Good
P5523,Furniture,Chairs,LG,Item_A,3640,9,3312.4,169,0,4.7,198,Supplier_A,2209,1103.4,5/21/2037,5/20/2036,Location_C,49,21,Female,Regular,Credit Card,T54523,Completed,1,Returned,380,Night,Good
P5524,Clothing,Chairs,Samsung,Item_C,205,5,194.75,154,75,4.2,446,Supplier_B,2951,-2756.25,5/22/2037,5/21/2036,Location_A,24,32,Female,VIP,Mobile Payment,T54524,Completed,11,Returned,393,Evening,Good
P5525,Clothing,Laptop,Sony,Item_C,91,45,50.05,145,71,4,123,Supplier_B,1297,-1246.95,5/23/2037,5/22/2036,Location_B,16,63,Male,VIP,Mobile Payment,T54525,Cancelled,5,Returned,161,Morning,Bad
P5526,Groceries,Shirt,Apple,Item_A,3393,33,2273.31,83,44,3,350,Supplier_B,2792,-518.69,5/24/2037,5/23/2036,Location_B,10,46,Male,Regular,Cash,T54526,Cancelled,8,Returned,578,Night,Average
P5527,Groceries,Laptop,LG,Item_D,4819,31,3325.11,166,13,4.2,470,Supplier_C,3221,104.11,5/25/2037,5/24/2036,Location_A,36,27,Male,VIP,Credit Card,T54527,Pending,6,Not Returned,979,Evening,Average
P5528,Clothing,Mobile,Apple,Item_B,2805,32,1907.4,81,81,3.9,68,Supplier_A,362,1545.4,5/26/2037,5/25/2036,Location_B,24,21,Male,VIP,Mobile Payment,T54528,Completed,9,Not Returned,580,Night,Bad
P5529,Clothing,Vegetables,LG,Item_A,3435,24,2610.6,5,15,2.8,347,Supplier_B,595,2015.6,5/27/2037,5/26/2036,Location_C,26,30,Female,Regular,Cash,T54529,Completed,13,Not Returned,254,Evening,Good
P5530,Clothing,Chairs,Sony,Item_C,2551,33,1709.17,196,0,2.1,272,Supplier_C,1358,351.17,5/28/2037,5/27/2036,Location_B,42,69,Female,Regular,Credit Card,T54530,Completed,4,Returned,443,Evening,Average
P5531,Clothing,Shirt,Sony,Item_A,1307,9,1189.37,189,96,1,357,Supplier_B,1092,97.37,5/29/2037,5/28/2036,Location_B,44,69,Female,Regular,Mobile Payment,T54531,Pending,9,Returned,402,Morning,Good
P5532,Groceries,Laptop,Nike,Item_C,4425,39,2699.25,93,81,3.1,205,Supplier_B,669,2030.25,5/30/2037,5/29/2036,Location_C,19,28,Male,VIP,Credit Card,T54532,Cancelled,13,Not Returned,858,Evening,Good
P5533,Furniture,Vegetables,LG,Item_B,1147,4,1101.12,6,72,1.1,83,Supplier_B,1993,-891.88,5/31/2037,5/30/2036,Location_A,39,48,Male,New,Cash,T54533,Completed,2,Returned,338,Evening,Bad
P5534,Toys,Vegetables,Apple,Item_A,1105,40,663,106,79,4.6,466,Supplier_C,1494,-831,6/1/2037,5/31/2036,Location_C,43,37,Male,Regular,Cash,T54534,Pending,7,Not Returned,616,Morning,Bad
P5535,Clothing,Shirt,Samsung,Item_B,4863,4,4668.48,198,3,4,383,Supplier_A,566,4102.48,6/2/2037,6/1/2036,Location_A,44,21,Male,Regular,Mobile Payment,T54535,Pending,6,Returned,781,Morning,Good
P5536,Groceries,Laptop,Apple,Item_B,988,26,731.12,147,43,2.7,418,Supplier_C,3156,-2424.88,6/3/2037,6/2/2036,Location_B,7,38,Male,Regular,Cash,T54536,Pending,11,Returned,439,Morning,Bad
P5537,Furniture,Chairs,Samsung,Item_A,2448,46,1321.92,18,82,4.2,302,Supplier_B,1365,-43.08,6/4/2037,6/3/2036,Location_C,28,29,Male,Regular,Credit Card,T54537,Pending,14,Returned,567,Night,Good
P5538,Furniture,Shirt,Samsung,Item_D,1500,25,1125,162,38,2.7,256,Supplier_A,1626,-501,6/5/2037,6/4/2036,Location_C,42,47,Female,New,Mobile Payment,T54538,Pending,13,Not Returned,315,Night,Good
P5539,Clothing,Shirt,LG,Item_C,2561,9,2330.51,139,58,1.9,319,Supplier_C,3063,-732.49,6/6/2037,6/5/2036,Location_C,27,48,Male,New,Cash,T54539,Completed,4,Not Returned,795,Night,Average
P5540,Toys,Chairs,Apple,Item_C,485,19,392.85,74,37,4.5,194,Supplier_C,370,22.85,6/7/2037,6/6/2036,Location_A,4,26,Male,VIP,Mobile Payment,T54540,Pending,7,Not Returned,376,Night,Bad
P5541,Toys,Mobile,LG,Item_D,3983,25,2987.25,31,38,4.5,358,Supplier_A,3775,-787.75,6/8/2037,6/7/2036,Location_A,10,67,Female,Regular,Cash,T54541,Cancelled,9,Returned,762,Morning,Bad
P5542,Furniture,Shirt,Nike,Item_B,4255,35,2765.75,87,16,5,10,Supplier_A,541,2224.75,6/9/2037,6/8/2036,Location_B,14,60,Female,New,Cash,T54542,Pending,14,Not Returned,820,Night,Bad
P5543,Groceries,Laptop,LG,Item_C,3803,31,2624.07,195,49,1.5,151,Supplier_C,1117,1507.07,6/10/2037,6/9/2036,Location_B,41,42,Male,Regular,Mobile Payment,T54543,Completed,10,Returned,181,Morning,Average
P5544,Toys,Vegetables,Apple,Item_A,3851,43,2195.07,93,25,2.2,302,Supplier_C,1972,223.07,6/11/2037,6/10/2036,Location_C,17,24,Male,VIP,Credit Card,T54544,Pending,4,Not Returned,929,Night,Average
P5545,Electronics,Vegetables,Apple,Item_C,1069,35,694.85,169,16,3.5,479,Supplier_B,1217,-522.15,6/12/2037,6/11/2036,Location_B,17,49,Male,New,Cash,T54545,Completed,10,Returned,360,Morning,Average
P5546,Toys,Chairs,Apple,Item_C,4357,29,3093.47,184,16,1.9,468,Supplier_A,2654,439.47,6/13/2037,6/12/2036,Location_B,17,34,Male,Regular,Credit Card,T54546,Completed,14,Returned,240,Evening,Good
P5547,Furniture,Vegetables,Nike,Item_B,4690,4,4502.4,108,72,3.8,258,Supplier_C,3612,890.4,6/14/2037,6/13/2036,Location_A,43,22,Male,Regular,Cash,T54547,Completed,3,Returned,628,Evening,Good
P5548,Clothing,Shirt,Apple,Item_C,2348,27,1714.04,177,75,4.1,138,Supplier_B,2001,-286.96,6/15/2037,6/14/2036,Location_B,7,45,Female,New,Cash,T54548,Cancelled,1,Returned,962,Morning,Average
P5549,Electronics,Chairs,Nike,Item_A,2680,8,2465.6,99,73,4.2,9,Supplier_B,3613,-1147.4,6/16/2037,6/15/2036,Location_A,9,23,Female,Regular,Cash,T54549,Pending,8,Not Returned,942,Evening,Good
P5550,Electronics,Shirt,Samsung,Item_A,1255,12,1104.4,182,85,1.9,90,Supplier_B,2425,-1320.6,6/17/2037,6/16/2036,Location_A,28,58,Male,Regular,Cash,T54550,Pending,1,Returned,916,Morning,Average
P5551,Furniture,Vegetables,LG,Item_D,3266,5,3102.7,64,46,3.3,286,Supplier_A,3372,-269.3,6/18/2037,6/17/2036,Location_C,11,41,Female,VIP,Mobile Payment,T54551,Cancelled,9,Not Returned,386,Morning,Bad
P5552,Clothing,Chairs,Sony,Item_C,4523,2,4432.54,95,40,1.7,266,Supplier_A,2794,1638.54,6/19/2037,6/18/2036,Location_B,20,24,Male,New,Credit Card,T54552,Cancelled,9,Returned,392,Evening,Average
P5553,Groceries,Mobile,Samsung,Item_C,2993,27,2184.89,60,80,2.4,196,Supplier_C,3220,-1035.11,6/20/2037,6/19/2036,Location_A,21,62,Female,Regular,Credit Card,T54553,Cancelled,12,Returned,205,Evening,Average
P5554,Groceries,Shirt,Samsung,Item_A,4032,4,3870.72,147,92,4.8,299,Supplier_A,3383,487.72,6/21/2037,6/20/2036,Location_B,6,58,Male,Regular,Credit Card,T54554,Completed,7,Not Returned,957,Night,Good
P5555,Clothing,Mobile,Apple,Item_A,1232,34,813.12,7,62,1,406,Supplier_B,3190,-2376.88,6/22/2037,6/21/2036,Location_B,11,23,Male,Regular,Credit Card,T54555,Completed,8,Returned,838,Evening,Good
P5556,Toys,Vegetables,Samsung,Item_D,2174,38,1347.88,183,18,4.9,385,Supplier_B,2257,-909.12,6/23/2037,6/22/2036,Location_B,49,68,Male,Regular,Mobile Payment,T54556,Pending,13,Returned,625,Evening,Bad
P5557,Groceries,Vegetables,LG,Item_C,4092,15,3478.2,189,16,2.6,152,Supplier_A,365,3113.2,6/24/2037,6/23/2036,Location_C,19,25,Female,Regular,Cash,T54557,Pending,14,Not Returned,279,Evening,Bad
P5558,Electronics,Shirt,Samsung,Item_A,3556,26,2631.44,135,6,4.9,147,Supplier_C,3853,-1221.56,6/25/2037,6/24/2036,Location_A,35,69,Male,New,Cash,T54558,Completed,13,Returned,337,Morning,Average
P5559,Groceries,Shirt,Nike,Item_A,1009,47,534.77,129,81,1.9,263,Supplier_B,2685,-2150.23,6/26/2037,6/25/2036,Location_B,16,20,Female,New,Cash,T54559,Pending,3,Returned,801,Morning,Bad
P5560,Furniture,Shirt,Samsung,Item_B,1068,17,886.44,101,6,5,193,Supplier_B,3806,-2919.56,6/27/2037,6/26/2036,Location_B,39,29,Female,Regular,Cash,T54560,Completed,13,Returned,288,Night,Good
P5561,Furniture,Laptop,Samsung,Item_D,1150,21,908.5,65,8,4.8,21,Supplier_A,3850,-2941.5,6/28/2037,6/27/2036,Location_B,42,38,Female,New,Mobile Payment,T54561,Cancelled,13,Returned,237,Morning,Bad
P5562,Electronics,Vegetables,Nike,Item_A,2991,11,2661.99,74,49,3.2,113,Supplier_A,1492,1169.99,6/29/2037,6/28/2036,Location_A,43,54,Female,Regular,Mobile Payment,T54562,Cancelled,9,Returned,453,Night,Good
P5563,Furniture,Shirt,LG,Item_A,4452,23,3428.04,49,57,3,263,Supplier_A,2404,1024.04,6/30/2037,6/29/2036,Location_B,40,68,Male,Regular,Cash,T54563,Pending,10,Not Returned,545,Night,Bad
P5564,Electronics,Vegetables,Nike,Item_B,4458,32,3031.44,164,23,4.9,178,Supplier_C,760,2271.44,7/1/2037,6/30/2036,Location_C,5,58,Female,VIP,Cash,T54564,Completed,7,Returned,339,Evening,Good
P5565,Clothing,Shirt,Samsung,Item_A,665,11,591.85,142,38,2.9,141,Supplier_C,2117,-1525.15,7/2/2037,7/1/2036,Location_A,35,37,Female,New,Credit Card,T54565,Completed,7,Not Returned,432,Night,Good
P5566,Electronics,Laptop,LG,Item_A,2626,49,1339.26,103,19,2.1,495,Supplier_B,3725,-2385.74,7/3/2037,7/2/2036,Location_B,23,29,Male,VIP,Mobile Payment,T54566,Cancelled,1,Not Returned,434,Night,Good
P5567,Electronics,Laptop,Samsung,Item_B,1221,49,622.71,119,44,2.3,169,Supplier_B,1091,-468.29,7/4/2037,7/3/2036,Location_B,12,62,Female,New,Credit Card,T54567,Pending,1,Not Returned,842,Morning,Bad
P5568,Furniture,Laptop,Nike,Item_C,872,34,575.52,99,51,1.8,332,Supplier_A,3056,-2480.48,7/5/2037,7/4/2036,Location_C,37,21,Male,New,Mobile Payment,T54568,Cancelled,14,Returned,375,Night,Good
P5569,Groceries,Vegetables,Samsung,Item_C,275,22,214.5,118,8,3.5,303,Supplier_A,296,-81.5,7/6/2037,7/5/2036,Location_A,2,20,Male,New,Cash,T54569,Completed,1,Returned,730,Evening,Average
P5570,Groceries,Shirt,Apple,Item_C,3462,2,3392.76,16,40,1.7,290,Supplier_B,2396,996.76,7/7/2037,7/6/2036,Location_C,24,65,Male,VIP,Credit Card,T54570,Pending,5,Returned,639,Evening,Bad
P5571,Groceries,Chairs,Samsung,Item_C,4762,21,3761.98,123,54,3.8,42,Supplier_A,3816,-54.02,7/8/2037,7/7/2036,Location_C,9,18,Female,VIP,Credit Card,T54571,Cancelled,11,Returned,778,Evening,Average
P5572,Groceries,Vegetables,Samsung,Item_A,4296,42,2491.68,47,24,3.4,65,Supplier_B,1589,902.68,7/9/2037,7/8/2036,Location_C,11,66,Male,VIP,Mobile Payment,T54572,Completed,6,Returned,548,Night,Good
P5573,Clothing,Mobile,LG,Item_B,241,14,207.26,39,69,4.7,49,Supplier_B,356,-148.74,7/10/2037,7/9/2036,Location_A,19,23,Female,New,Credit Card,T54573,Pending,3,Not Returned,445,Night,Bad
P5574,Toys,Laptop,Sony,Item_B,4816,29,3419.36,34,31,3,316,Supplier_C,1240,2179.36,7/11/2037,7/10/2036,Location_B,7,53,Female,New,Cash,T54574,Completed,8,Returned,618,Night,Average
P5575,Clothing,Shirt,Sony,Item_C,4887,15,4153.95,197,9,1.5,178,Supplier_B,333,3820.95,7/12/2037,7/11/2036,Location_A,12,66,Male,Regular,Mobile Payment,T54575,Cancelled,7,Not Returned,107,Night,Bad
P5576,Furniture,Vegetables,Apple,Item_A,2203,16,1850.52,175,61,4,166,Supplier_C,1100,750.52,7/13/2037,7/12/2036,Location_A,14,49,Male,Regular,Credit Card,T54576,Cancelled,14,Not Returned,256,Morning,Average
P5577,Toys,Shirt,Samsung,Item_D,1760,12,1548.8,21,15,1.6,190,Supplier_A,2214,-665.2,7/14/2037,7/13/2036,Location_B,47,62,Female,Regular,Credit Card,T54577,Completed,4,Not Returned,723,Morning,Good
P5578,Clothing,Laptop,Samsung,Item_B,706,16,593.04,132,56,4.3,469,Supplier_B,3836,-3242.96,7/15/2037,7/14/2036,Location_B,49,39,Male,VIP,Credit Card,T54578,Completed,13,Returned,158,Morning,Bad
P5579,Electronics,Shirt,Nike,Item_C,4762,3,4619.14,25,22,3.4,307,Supplier_C,2073,2546.14,7/16/2037,7/15/2036,Location_B,31,61,Male,Regular,Mobile Payment,T54579,Completed,7,Returned,862,Morning,Bad
P5580,Furniture,Shirt,Nike,Item_A,1963,10,1766.7,172,13,3.5,172,Supplier_A,2669,-902.3,7/17/2037,7/16/2036,Location_A,19,59,Male,VIP,Cash,T54580,Pending,14,Not Returned,129,Night,Bad
P5581,Toys,Shirt,Samsung,Item_C,3171,25,2378.25,158,23,4.2,0,Supplier_B,2598,-219.75,7/18/2037,7/17/2036,Location_C,5,66,Female,Regular,Mobile Payment,T54581,Pending,7,Not Returned,898,Morning,Bad
P5582,Groceries,Mobile,Samsung,Item_D,1540,16,1293.6,3,15,2.3,210,Supplier_B,1038,255.6,7/19/2037,7/18/2036,Location_B,15,26,Female,VIP,Cash,T54582,Completed,8,Not Returned,102,Evening,Bad
P5583,Toys,Chairs,Sony,Item_D,4029,28,2900.88,135,52,2,390,Supplier_B,1967,933.88,7/20/2037,7/19/2036,Location_A,21,29,Female,New,Mobile Payment,T54583,Completed,3,Not Returned,770,Morning,Good
P5584,Clothing,Mobile,Samsung,Item_C,334,35,217.1,27,96,1,184,Supplier_C,390,-172.9,7/21/2037,7/20/2036,Location_C,31,52,Female,New,Mobile Payment,T54584,Pending,8,Returned,578,Night,Average
